,incode1,count,count_perc,ALC_perc,,
1409,1KG50GQOA,1,0,0,,
1410,1KG51GQW0,1,0,0,,
1411,1KG55GQNR,1,0,100,,
1412,1KG57LAGX,1,0,0,,
1413,1KG80LA,1,0,0,,
1414,1KQ50GRBD,1,0,0,,
1415,1KR51LA,1,0,0,,
1416,1KR57GRGX,1,0,0,,
1417,1KR80LA,1,0,0,,
1418,1KR80WQ,1,0,0,,
1419,1KT50GQOA,1,0,0,,
1420,1KT51GQGE,1,0,0,,
1421,1KT51LA,1,0,0,,
1422,1KT57GQGX,1,0,0,,
1423,1KX35HAC1,1,0,0,,
1424,1KX54JALG,1,0,0,,
1425,1KX80LA,1,0,0,,
1426,1KZ51LA,1,0,0,,
1427,1KZ59LAGX,1,0,0,,
1428,1LZ19HHU9A,1,0,0,,
1429,1LZ35HAC5,1,0,0,,
1430,1LZ35HAC6,1,0,0,,
1431,1LZ35HRC7,1,0,0,,
1432,1LZ35HRT9,1,0,0,,
1433,1LZ52HA,1,0,0,,
1434,1LZ58HW,1,0,0,,
1435,1MC52HA,1,0,100,,
1436,1NA13BABD,1,0,0,,
1437,1NA13BAX7,1,0,0,,
1438,1NA27JA,1,0,0,,
1439,1NA50BABJ,1,0,0,,
1440,1NA50BABP,1,0,0,,
1441,1NA50CABJ,1,0,0,,
1442,1NE50BA,1,0,0,,
1443,1NF13BA,1,0,0,,
1444,1NF13BABD,1,0,0,,
1445,1NF13BAW4,1,0,0,,
1446,1NF38JAQN,1,0,0,,
1447,1NF54HAFA,1,0,0,,
1448,1NF56BA,1,0,0,,
1449,1NF59BAGX,1,0,0,,
1450,1NK52BA,1,0,0,,
1451,1NK52DA,1,0,0,,
1452,1NK52HA,1,0,0,,
1453,1NK56BA,1,0,0,,
1454,1NK59BAKK,1,0,0,,
1455,1NK76DQ,1,0,0,,
1456,1NK77RQ,1,0,0,,
1457,1NM52HATS,1,0,0,,
1458,1NM52LA,1,0,0,,
1459,1NM54JATS,1,0,0,,
1460,1NM87BA,1,0,0,,
1461,1NM87DA,1,0,0,,
1462,1NP13GQGE,1,0,0,,
1463,1NP73BAPK,1,0,0,,
1464,1NP73LA,1,0,0,,
1465,1NQ13BAKK,1,0,0,,
1466,1NQ13CAGN,1,0,0,,
1467,1NQ13CJ,1,0,0,,
1468,1NQ14CANP,1,0,0,,
1469,1NQ35HAT9,1,0,0,,
1470,1NQ52BA,1,0,100,,
1471,1NQ55JATS,1,0,100,,
1472,1NQ55LAFA,1,0,0,,
1473,1NQ87BAFA,1,0,0,,
1474,1NQ87LA,1,0,0,,
1475,1NT13CANP,1,0,0,,
1476,1NV52HA,1,0,0,,
1477,1OA13LAW0,1,0,0,,
1478,1OA53LAQK,1,0,0,,
1479,1OB13GQW0,1,0,0,,
1480,1OB52HATS,1,0,0,,
1481,1OD52DA,1,0,0,,
1482,1OD52LATS,1,0,0,,
1483,1OE50BABD,1,0,0,,
1484,1OE50HABD,1,0,0,,
1485,1OE50HANR,1,0,0,,
1486,1OE57BAGX,1,0,0,,
1487,1OT38JAQN,1,0,0,,
1488,1OT52HHD1,1,0,0,,
1489,1OT53DATS,1,0,0,,
1490,1OT55JATS,1,0,0,,
1491,1OW35CAD1,1,0,0,,
1492,1OW35CAD2,1,0,0,,
1493,1OW50CABP,1,0,0,,
1494,1OW50CJ,1,0,0,,
1495,1OW52BA,1,0,0,,
1496,1OW80LA,1,0,0,,
1497,1OZ17CET4,1,0,0,,
1498,1OZ17CFT4,1,0,0,,
1499,1OZ17CFX9,1,0,0,,
1500,1PC13GQGE,1,0,100,,
1501,1PC13GQW0,1,0,0,,
1502,1PE35HHZ9,1,0,0,,
1503,1PE50BAGX,1,0,0,,
1504,1PE50DABF,1,0,0,,
1505,1PE52HA,1,0,0,,
1506,1PE54LANR,1,0,0,,
1507,1PE55BANR,1,0,0,,
1508,1PG50DABJ,1,0,0,,
1509,1PG52DA,1,0,0,,
1510,1PG54JATS,1,0,0,,
1511,1PM35BAT9,1,0,0,,
1512,1PM35HHI6,1,0,0,,
1513,1PM35LAM1,1,0,0,,
1514,1PM50BAD2,1,0,0,,
1515,1PM53CAEM,1,0,0,,
1516,1PM55CAEC,1,0,0,,
1517,1PM55HHTS,1,0,0,,
1518,1PM56LA,1,0,0,,
1519,1PM57CAD3,1,0,0,,
1520,1PM59BAGX,1,0,0,,
1521,1PM77RR,1,0,0,,
1522,1PQ50BTBP,1,0,0,,
1523,1PQ52CA,1,0,0,,
1524,1PQ52LA,1,0,0,,
1525,1PQ56CA,1,0,0,,
1526,1PV35CAD2,1,0,0,,
1527,1PV50BABP,1,0,0,,
1528,1PZ21HQBS,1,0,0,,
1529,1QE55LAPM,1,0,0,,
1530,1QE59JAX7,1,0,0,,
1531,1QE72LA,1,0,100,,
1532,1QG14JANP,1,0,100,,
1533,1QG52HA,1,0,0,,
1534,1QG59JAGX,1,0,0,,
1535,1QM52HA,1,0,0,,
1536,1QP73JH,1,0,0,,
1537,1RM59CAGX,1,0,0,,
1538,1RS55CABH,1,0,0,,
1539,1RW52HA,1,0,0,,
1540,1RY14JAFN,1,0,0,,
1541,1SC05JH,1,0,100,,
1542,1SC38JASR,1,0,0,,
1543,1SG09JAAZ,1,0,0,,
1544,1SH35HAP1,1,0,0,,
1545,1SH52HATS,1,0,0,,
1546,1SI35HAJ2,1,0,100,,
1547,1SQ03HAKC,1,0,100,,
1548,1SQ03JAFQ,1,0,0,,
1549,1SQ03JASR,1,0,100,,
1550,1SQ38JAFG,1,0,0,,
1551,1SY04JH,1,0,0,,
1552,1SZ13JAC2,1,0,0,,
1553,1SZ35HAP2,1,0,0,,
1554,1SZ35JAD1,1,0,0,,
1555,1SZ55JAFF,1,0,0,,
1556,1SZ55JAGX,1,0,0,,
1557,1SZ55JAHD,1,0,0,,
1558,1SZ59LA,1,0,0,,
1559,1TA03JAFQ,1,0,0,,
1560,1TA05JH,1,0,0,,
1561,1TA35HAP1,1,0,0,,
1562,1TA74LANW,1,0,0,,
1563,1TB52HA,1,0,0,,
1564,1TF09JAAZ,1,0,0,,
1565,1TK03JZSR,1,0,0,,
1566,1TK87LA,1,0,0,,
1567,1TM52DA,1,0,0,,
1568,1TM80LA,1,0,0,,
1569,1TQ09JAAZ,1,0,0,,
1570,1TS80LA,1,0,0,,
1571,1TV55LANV,1,0,0,,
1572,1TV74LA,1,0,0,,
1573,1TV80LA,1,0,0,,
1574,1TX13JAC2,1,0,0,,
1575,1TX35JAK0,1,0,0,,
1576,1TX35JAP1,1,0,0,,
1577,1TX52HA,1,0,0,,
1578,1TZ70LA,1,0,0,,
1579,1UB03JASQ,1,0,0,,
1580,1UB05JH,1,0,0,,
1581,1UB35HAP1,1,0,0,,
1582,1UB35HAP2,1,0,0,,
1583,1UB38JAFQ,1,0,0,,
1584,1UB52WK,1,0,0,,
1585,1UB74HANV,1,0,100,,
1586,1UF73LA,1,0,0,,
1587,1UI03JAFQ,1,0,0,,
1588,1UJ03JAFG,1,0,0,,
1589,1UJ03JAFQ,1,0,0,,
1590,1UJ58LAXXF,1,0,0,,
1591,1UJ74HANV,1,0,0,,
1592,1UJ87LA,1,0,0,,
1593,1UJ93LAXXE,1,0,0,,
1594,1UK52HA,1,0,0,,
1595,1UK74LAKD,1,0,0,,
1596,1UK87LA,1,0,0,,
1597,1UL03JAFG,1,0,0,,
1598,1UL05JH,1,0,0,,
1599,1UM52WJ,1,0,0,,
1600,1UM93LA,1,0,0,,
1601,1US80LA,1,0,0,,
1602,1UV72LA,1,0,0,,
1603,1UY35JAD2,1,0,0,,
1604,1UY52HA,1,0,100,,
1605,1UY72WK,1,0,0,,
1606,1UY80LA,1,0,0,,
1607,1VA03HASR,1,0,0,,
1608,1VA03JAEQ,1,0,0,,
1609,1VA04JH,1,0,0,,
1610,1VA35HAN1,1,0,0,,
1611,1VA52DA,1,0,100,,
1612,1VA52WK,1,0,0,,
1613,1VA74HANV,1,0,0,,
1614,1VA80LA,1,0,0,,
1615,1VC03HASR,1,0,0,,
1616,1VC38JAFQ,1,0,100,,
1617,1VC38JASR,1,0,0,,
1618,1VC73LA,1,0,0,,
1619,1VC74HANV,1,0,0,,
1620,1VC74LANW,1,0,100,,
1621,1VD09JADV,1,0,100,,
1622,1VG03HAKC,1,0,0,,
1623,1VG04JH,1,0,0,,
1624,1VG05JH,1,0,0,,
1625,1VG35HAP1,1,0,0,,
1626,1VG74HANW,1,0,100,,
1627,1VQ03JZSR,1,0,100,,
1628,1VQ03JZTA,1,0,100,,
1629,1VQ38JAFQ,1,0,0,,
1630,1VQ38JASR,1,0,0,,
1631,1VQ74HAKD,1,0,0,,
1632,1VR80LAXXA,1,0,0,,
1633,1VX27JA,1,0,100,,
1634,1VX35JAP1,1,0,0,,
1635,1VX56JA,1,0,0,,
1636,1WA03HAKC,1,0,0,,
1637,1WA38JASR,1,0,100,,
1638,1WA52WK,1,0,100,,
1639,1WA74LANW,1,0,0,,
1640,1WG03JAFG,1,0,0,,
1641,1WG03JASR,1,0,0,,
1642,1WI73JA,1,0,0,,
1643,1WJ52WK,1,0,0,,
1644,1WL03JAFQ,1,0,0,,
1645,1WM52HA,1,0,100,,
1646,1WM87LA,1,0,0,,
1647,1WN80LA,1,0,0,,
1648,1WV35JAD2,1,0,0,,
1649,1WV80LA,1,0,0,,
1650,1WV80LAXXA,1,0,0,,
1651,1WV87LA,1,0,0,,
1652,1WV87LAXXE,1,0,0,,
1653,1YA14JAH1,1,0,0,,
1654,1YA52HATS,1,0,0,,
1655,1YA52JA,1,0,0,,
1656,1YA56JA,1,0,0,,
1657,1YA59JAGX,1,0,0,,
1658,1YA59JAX7,1,0,0,,
1659,1YA80JAXXP,1,0,0,,
1660,1YA80LAXXB,1,0,0,,
1661,1YB13JAC2,1,0,0,,
1662,1YB14JAH1,1,0,0,,
1663,1YB52HA,1,0,0,,
1664,1YB52LA,1,0,0,,
1665,1YB55LAGX,1,0,0,,
1666,1YB56JA,1,0,0,,
1667,1YB59JAGX,1,0,0,,
1668,1YB59JAX7,1,0,0,,
1669,1YC14JAT6,1,0,0,,
1670,1YC52HA,1,0,0,,
1671,1YC52JA,1,0,0,,
1672,1YC59JAX2,1,0,0,,
1673,1YC80LAXXE,1,0,0,,
1674,1YD14JAGN,1,0,0,,
1675,1YD14JAH1,1,0,0,,
1676,1YD52LA,1,0,0,,
1677,1YD59JAGX,1,0,0,,
1678,1YD80LAXXE,1,0,0,,
1679,1YE14JAT6,1,0,0,,
1680,1YE52LA,1,0,0,,
1681,1YE59JAX7,1,0,100,,
1682,1YF14JAGN,1,0,100,,
1683,1YF14JAH1,1,0,100,,
1684,1YF35JAD3,1,0,0,,
1685,1YF35JAT9,1,0,0,,
1686,1YF52HATS,1,0,0,,
1687,1YF80HAXXA,1,0,0,,
1688,1YF87LA,1,0,0,,
1689,1YG14JAGN,1,0,0,,
1690,1YG87LA,1,0,0,,
1691,1YM54JATS,1,0,0,,
1692,1YM87LA,1,0,0,,
1693,1YR52HA,1,0,0,,
1694,1YS13JAC2,1,0,0,,
1695,1YS14JAFJ,1,0,100,,
1696,1YS14JAFN,1,0,0,,
1697,1YS35HAP1,1,0,0,,
1698,1YS35JAD1,1,0,0,,
1699,1YS35JAT9,1,0,100,,
1700,1YS56JA,1,0,0,,
1701,1YS59JALV,1,0,0,,
1702,1YT13JAC2,1,0,0,,
1703,1YT35JAD3,1,0,0,,
1704,1YT35JAZ9,1,0,0,,
1705,1YT52JA,1,0,0,,
1706,1YT54HAW1,1,0,0,,
1707,1YU14JAFJ,1,0,0,,
1708,1YU14JAGN,1,0,100,,
1709,1YU52HA,1,0,0,,
1710,1YU52JA,1,0,0,,
1711,1YU87LA,1,0,0,,
1712,1YV13JN,1,0,0,,
1713,1YV35JAZ9,1,0,100,,
1714,1YV56LA,1,0,0,,
1715,1YV80JAXXP,1,0,0,,
1716,1YW14JAFN,1,0,0,,
1717,1YW55JAFF,1,0,0,,
1718,1YW56JA,1,0,0,,
1719,1YW56LA,1,0,0,,
1720,1YX56LA,1,0,0,,
1721,1YX80LAW4,1,0,100,,
1722,1YY12ZZ,1,0,0,,
1723,1YY55LATS,1,0,0,,
1724,1YY59JAGX,1,0,0,,
1725,1YZ12JADQ,1,0,0,,
1726,1YZ14JAFJ,1,0,100,,
1727,1YZ27JA,1,0,0,,
1728,1YZ35JAD2,1,0,100,,
1729,1YZ59JAGX,1,0,0,,
1730,1YZ80LAW4,1,0,0,,
1731,1YZ87LA,1,0,0,,
1732,1YZ94LA,1,0,0,,
1733,1ZX06JAGH,1,0,0,,
1734,1ZX07HAKJ,1,0,0,,
1735,1ZX12JA,1,0,0,,
1736,1ZZ11HAP1,1,0,0,,
1737,1ZZ35CAB1,1,0,0,,
1738,1ZZ35CAC3,1,0,0,,
1739,1ZZ35CAE2,1,0,0,,
1740,1ZZ35CAE3,1,0,0,,
1741,1ZZ35CAE5,1,0,0,,
1742,1ZZ35CAE6,1,0,0,,
1743,1ZZ35CAE7,1,0,0,,
1744,1ZZ35CAF3,1,0,0,,
1745,1ZZ35CAK0,1,0,0,,
1746,1ZZ35CAK7,1,0,0,,
1747,1ZZ35CAL1,1,0,0,,
1748,1ZZ35CAL4,1,0,0,,
1749,1ZZ35CAP3,1,0,0,,
1750,1ZZ35CAR4,1,0,0,,
1751,1ZZ35CAT2,1,0,0,,
1752,1ZZ35HAF3,1,0,0,,
1753,1ZZ35HAK6,1,0,100,,
1754,1ZZ35HAL3,1,0,0,,
1755,1ZZ35HAM2,1,0,100,,
1756,1ZZ35HAN3,1,0,0,,
1757,1ZZ35YAC1,1,0,0,,
1758,1ZZ35YAE3,1,0,0,,
1759,1ZZ35YAL1,1,0,0,,
1760,1ZZ35YAP2,1,0,0,,
1761,2AN08FN,1,0,0,,
1762,2AN24HALZ,1,0,0,,
1763,2BR70LA,1,0,0,,
1764,2CZ08AQ,1,0,0,,
1765,2CZ28JAPQ,1,0,0,,
1766,2DA71LA,1,0,0,,
1767,2EQ71HA,1,0,0,,
1768,2EY71LA,1,0,0,,
1769,2FA71BA,1,0,0,,
1770,2FH71LA,1,0,0,,
1771,2FP70BA,1,0,0,,
1772,2FX70LA,1,0,0,,
1773,2GM71BA,1,0,0,,
1774,2GT71BA,1,0,0,,
1775,2GT71BP,1,0,100,,
1776,2GT71LA,1,0,0,,
1777,2HZ08EK,1,0,0,,
1778,2HZ08XK,1,0,0,,
1779,2HZ24GPKM,1,0,0,,
1780,2HZ24GPXJ,1,0,0,,
1781,2HZ24JAKG,1,0,0,,
1782,2HZ29GPTS,1,0,0,,
1783,2IM28GPPL,1,0,0,,
1784,2JX71GP,1,0,0,,
1785,2JZ29TA,1,0,0,,
1786,2MC71HA,1,0,0,,
1787,2MD71HA,1,0,0,,
1788,2MJ71HA,1,0,0,,
1789,2MZ71HA,1,0,0,,
1790,2NF71BP,1,0,0,,
1791,2NF71DA,1,0,0,,
1792,2NM70DA,1,0,0,,
1793,2OA71DA,1,0,0,,
1794,2OB71HA,1,0,0,,
1795,2OT70LA,1,0,0,,
1796,2OZ29JA,1,0,0,,
1797,2PC70BA,1,0,0,,
1798,2PE71HA,1,0,0,,
1799,2PG70BA,1,0,0,,
1800,2PM58CAX4,1,0,0,,
1801,2PV70BA,1,0,0,,
1802,2QE71HA,1,0,0,,
1803,2RM71BP,1,0,0,,
1804,2RM71BR,1,0,0,,
1805,2RS70CA,1,0,0,,
1806,2RW71HA,1,0,0,,
1807,2RW71LA,1,0,0,,
1808,2RY71LA,1,0,0,,
1809,2SL71HA,1,0,0,,
1810,2SZ70LA,1,0,0,,
1811,2TA71DA,1,0,0,,
1812,2TX71HA,1,0,0,,
1813,2TX71LA,1,0,0,,
1814,2UC71HA,1,0,0,,
1815,2UJ71HA,1,0,0,,
1816,2UL71HA,1,0,0,,
1817,2UY70LA,1,0,0,,
1818,2VG71DA,1,0,0,,
1819,2VP71HA,1,0,0,,
1820,2VX71HA,1,0,0,,
1821,2WH71HA,1,0,0,,
1822,2WL71HA,1,0,0,,
1823,2WV70LA,1,0,0,,
1824,2YF71HA,1,0,0,,
1825,2YM70JA,1,0,100,,
1826,2YM71HAGX,1,0,0,,
1827,2YM71LA,1,0,0,,
1828,2YT71LA,1,0,100,,
1829,2ZZ13RD,1,0,0,,
1830,2ZZ29ZZ,1,0,0,,
1831,3AN12VA,1,0,0,,
1832,3AN70CB,1,0,0,,
1833,3AN70CE,1,0,0,,
1834,3AN70CF,1,0,0,,
1835,3AW12VA,1,0,100,,
1836,3CA30FA,1,0,0,,
1837,3CA40WA,1,0,100,,
1838,3CA40WC,1,0,0,,
1839,3DL18VA,1,0,0,,
1840,3DR20WC,1,0,0,,
1841,3EL40WA,1,0,0,,
1842,3EY20WE,1,0,0,,
1843,3FX20WE,1,0,100,,
1844,3FY40VA,1,0,0,,
1845,3GE20WC,1,0,0,,
1846,3GT12VA,1,0,0,,
1847,3GT70CE,1,0,0,,
1848,3GY40VA,1,0,100,,
1849,3ID30DD,1,0,0,,
1850,3ID40WA,1,0,0,,
1851,3IJ12VA,1,0,0,,
1852,3IP10VC,1,0,0,,
1853,3IP30HD,1,0,0,,
1854,3IP40VA,1,0,100,,
1855,3IP70CE,1,0,0,,
1856,3IP70KP,1,0,0,,
1857,3JE40VA,1,0,0,,
1858,3JE40WA,1,0,0,,
1859,3JM10VX,1,0,0,,
1860,3JU30DB,1,0,0,,
1861,3JW30DC,1,0,0,,
1862,3JX30DB,1,0,0,,
1863,3JX30DD,1,0,0,,
1864,3JY10VX,1,0,0,,
1865,3JY30DB,1,0,0,,
1866,3JY30DD,1,0,0,,
1867,3JY40VA,1,0,0,,
1868,3KC10VX,1,0,0,,
1869,3KE30DB,1,0,0,,
1870,3KE40WC,1,0,0,,
1871,3KG12VA,1,0,0,,
1872,3KG40VA,1,0,0,,
1873,3KG40WA,1,0,0,,
1874,3KR70ZZ,1,0,0,,
1875,3KT12VA,1,0,0,,
1876,3KT40WA,1,0,100,,
1877,3KT40WC,1,0,100,,
1878,3KU30DA,1,0,0,,
1879,3KU30DC,1,0,0,,
1880,3KV30DD,1,0,100,,
1881,3KY10VA,1,0,0,,
1882,3KY12VA,1,0,0,,
1883,3NA12AY,1,0,0,,
1884,3NK10VV,1,0,0,,
1885,3NK10WX,1,0,0,,
1886,3NM20VA,1,0,0,,
1887,3NQ10VN,1,0,0,,
1888,3NZ70SE,1,0,0,,
1889,3OE10WG,1,0,0,,
1890,3OE10WX,1,0,100,,
1891,3OE10WZ,1,0,0,,
1892,3OT30HA,1,0,0,,
1893,3OT70CA,1,0,0,,
1894,3OT70CC,1,0,0,,
1895,3OZ94ZA,1,0,0,,
1896,3PB70CA,1,0,0,,
1897,3PC40VA,1,0,0,,
1898,3PH12VA,1,0,0,,
1899,3PM10XN,1,0,100,,
1900,3PZ10VC,1,0,0,,
1901,3QE10WX,1,0,0,,
1902,3QT30DG,1,0,0,,
1903,3RZ94ZA,1,0,0,,
1904,3SC12VA,1,0,100,,
1905,3SC18VA,1,0,100,,
1906,3SC70CC,1,0,100,,
1907,3SF40VA,1,0,0,,
1908,3SF40WC,1,0,100,,
1909,3TA10VL,1,0,100,,
1910,3TZ12VA,1,0,0,,
1911,3TZ40WC,1,0,0,,
1912,3TZ40WE,1,0,100,,
1913,3VA12VL,1,0,100,,
1914,3VA70CA,1,0,0,,
1915,3VA70CE,1,0,100,,
1916,3VQ94ZB,1,0,0,,
1917,3VZ10VZ,1,0,0,,
1918,3VZ12VA,1,0,100,,
1919,3WA10VL,1,0,0,,
1920,3WZ40VA,1,0,100,,
1921,3WZ70CE,1,0,0,,
1922,3WZ70CG,1,0,0,,
1923,3WZ70CH,1,0,100,,
1924,3YL10VZ,1,0,0,,
1925,3YM10VA,1,0,0,,
1926,3YM20WA,1,0,0,,
1927,3YM20WC,1,0,0,,
1928,3YM30SZ,1,0,0,,
1929,3YN30DA,1,0,0,,
1930,3YZ94ZA,1,0,0,,
1931,3ZZ40VA,1,0,0,,
1932,5AB03JA,1,0,0,,
1933,6AA08ZZ,1,0,0,,
1934,6AA30BEAA,1,0,100,,
1935,6VA07ZZ,1,0,100,,
1936,7SC01QA,1,0,0,,
1937,7SC01TB,1,0,100,,
1938,7SC01ZZ,1,0,0,,
1939,7SF02ZZ,1,0,100,,
1940,7SJ30LB,1,0,0,,
1941,7SJ30LD,1,0,0,,
1942,7SJ35ZZ,1,0,100,,
1943,7SP10VA,1,0,100,,
1944,7SP60XD,1,0,0,,
